Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Satisfaction,Sex,Sides,UsefulCount
55-64,Depression,06-10-2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Posttraumatic Stress Syndrome,06-10-2011,lexapro,63990,2,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
65-74,Depression,06-09-2011,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
55-64,Depression,06-09-2011,lexapro,63990,5,4,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Major Depressive Disorder,06-09-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Bipolar Depression,06-06-2011,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
35-44,Depression,06-06-2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
25-34,Depression,06-06-2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Depression,06-05-2011,lexapro,63990,4,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
65-74,Depression,4/24/2011,lexapro,63990,3,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Posttraumatic Stress Syndrome,03-12-2011,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Bipolar Depression,06-05-2011,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
19-24,Repeated Episodes of Anxiety,06-02-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
07-Dec,Depression,06-01-2011,lexapro,63990,3,3,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Bipolar Depression,06-01-2011,lexapro,63990,4,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,Depression,06-01-2011,lexapro,63990,4,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
13-18,Obsessive Compulsive Disorder,5/30/2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
65-74,Depression,5/28/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
19-24,Depression,5/28/2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
45-54,Posttraumatic Stress Syndrome,5/28/2011,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
13-18,Depression,5/27/2011,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
45-54,Depression,5/26/2011,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
 ,Depression,5/25/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
45-54,Depression,5/25/2011,lexapro,63990,4,3,2,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",11
35-44,Depression,5/25/2011,lexapro,63990,5,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
 ,Depression,5/24/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
13-18,Major Depressive Disorder,5/23/2011,lexapro,63990,4,2,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Bipolar Depression,03-11-2011,lexapro,63990,1,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Repeated Episodes of Anxiety,5/23/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Depression,5/18/2011,lexapro,63990,4,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Repeated Episodes of Anxiety,5/17/2011,lexapro,63990,5,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Other,5/16/2011,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
13-18,Major Depressive Disorder,5/16/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
35-44,Repeated Episodes of Anxiety,5/15/2011,lexapro,63990,5,1,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
35-44,Depression,5/14/2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
25-34,Depression,5/14/2011,lexapro,63990,4,3,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
45-54,Major Depressive Disorder,5/14/2011,lexapro,63990,3,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
35-44,Depression,5/14/2011,lexapro,63990,3,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
45-54,Depression,05-11-2011,lexapro,63990,5,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
13-18,Depression,05-09-2011,lexapro,63990,1,1,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
65-74,Repeated Episodes of Anxiety,05-09-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,"""Change of Life"" Signs",05-08-2011,lexapro,63990,3,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Posttraumatic Stress Syndrome,05-07-2011,lexapro,63990,5,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,Repeated Episodes of Anxiety,1/20/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Other,05-05-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Depression,05-03-2011,lexapro,63990,1,1,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
 ,Depression,05-03-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
 ,Depression,05-03-2011,lexapro,63990,2,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
 ,Depression,05-03-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
35-44,Repeated Episodes of Anxiety,05-03-2011,lexapro,63990,3,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
55-64,Repeated Episodes of Anxiety,05-02-2011,lexapro,63990,2,5,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Bipolar Depression,05-01-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Repeated Episodes of Anxiety,05-01-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Repeated Episodes of Anxiety,05-01-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,4/30/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Depression,4/30/2011,lexapro,63990,4,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",14
19-24,Repeated Episodes of Anxiety,4/30/2011,lexapro,63990,1,3,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
55-64,Depression,4/28/2011,lexapro,63990,4,2,2, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
 ,Depression,4/27/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
 ,Depression,4/27/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",11
55-64,Depression,4/27/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",15
19-24,Depression,4/26/2011,lexapro,63990,3,1,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",16
25-34,Depression,4/21/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",15
35-44,Depression,4/21/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Panic Disorder,4/21/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
45-54,Panic Disorder,4/20/2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
55-64,"""Change of Life"" Signs",4/19/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Major Depressive Disorder,4/17/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
45-54,Depression,4/16/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",16
45-54,Bipolar Depression,4/15/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
 ,Depression,4/14/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
35-44,Repeated Episodes of Anxiety,4/13/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
 ,Major Depressive Disorder,04-12-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
 ,Other,04-12-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
 ,Depression,04-12-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
13-18,Major Depressive Disorder,04-10-2011,lexapro,63990,3,2,1,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Depression,04-09-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",18
19-24,Depression,04-08-2011,lexapro,63990,5,3,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
19-24,Depression,04-07-2011,lexapro,63990,4,4,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Depression,3/28/2011,lexapro,63990,3,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
25-34,Depression,3/27/2011,lexapro,63990,5,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Depression,3/26/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,"""Change of Life"" Signs",3/26/2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
45-54,"""Change of Life"" Signs",04-06-2011,lexapro,63990,4,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Depression,04-05-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",40
25-34,Panic Disorder,04-04-2011,lexapro,63990,5,3,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
35-44,Bipolar Depression,04-03-2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Depression,04-02-2011,lexapro,63990,3,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
 ,Depression,04-02-2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",17
45-54,Repeated Episodes of Anxiety,04-01-2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Depression,04-01-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",19
55-64,Panic Disorder,3/31/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
 ,Depression,3/31/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
55-64,Depression,3/30/2011,lexapro,63990,1,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",15
45-54,Depression,3/30/2011,lexapro,63990,3,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
55-64,Depression,3/29/2011,lexapro,63990,4,4,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
19-24,Depression,3/29/2011,lexapro,63990,3,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",9
65-74,Bipolar Depression,3/28/2011,lexapro,63990,3,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
19-24,Depression,3/25/2011,lexapro,63990,5,2,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",10
55-64,"""Change of Life"" Signs",3/25/2011,lexapro,63990,5,5,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
 ,Depression,3/25/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
45-54,Repeated Episodes of Anxiety,3/24/2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
 ,Depression,3/24/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",28
 ,Depression,3/23/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
35-44,Depression,3/23/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
25-34,Repeated Episodes of Anxiety,3/21/2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
45-54,Posttraumatic Stress Syndrome,3/20/2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
75 or over,Repeated Episodes of Anxiety,3/19/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Depression,3/18/2011,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
25-34,Depression,3/14/2011,lexapro,63990,2,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
 ,Depression,3/13/2011,lexapro,63990,1,1,1, ,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
25-34,Other,03-10-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Major Depressive Disorder,03-09-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
65-74,Repeated Episodes of Anxiety,03-08-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
19-24,Other,03-07-2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Repeated Episodes of Anxiety,03-07-2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
35-44,Depression,03-06-2011,lexapro,63990,4,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
35-44,Depression,03-05-2011,lexapro,63990,3,3,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
35-44,Depression,03-05-2011,lexapro,63990,4,4,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
19-24,Major Depressive Disorder,03-03-2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
25-34,Repeated Episodes of Anxiety,03-02-2011,lexapro,63990,5,2,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
65-74,Panic Disorder,03-01-2011,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
13-18,Depression,2/28/2011,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",12
65-74,Panic Disorder,2/25/2011,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",4
25-34,Depression,2/22/2011,lexapro,63990,5,4,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
45-54,Depression,10-06-2009,lexapro,63990,4,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",7
35-44,Depression,10-06-2009,lexapro,63990,5,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Depression,10-06-2009,lexapro,63990,4,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
45-54,Depression,10-06-2009,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",8
25-34,Other,10-05-2009,lexapro,63990,1,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
55-64,Repeated Episodes of Anxiety,10-05-2009,lexapro,63990,5,5,5,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
25-34,Repeated Episodes of Anxiety,10-05-2009,lexapro,63990,5,5,4,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Repeated Episodes of Anxiety,10-04-2009,lexapro,63990,5,1,1,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",0
45-54,Depression,10-03-2009,lexapro,63990,3,3,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
45-54,Depression,10-02-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",3
55-64,Depression,10-02-2009,lexapro,63990,4,4,3,Male,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",6
55-64,Repeated Episodes of Anxiety,10-01-2009,lexapro,63990,5,5,4,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
35-44,Depression,10-01-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",5
25-34,Depression,10-01-2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",13
45-54,Repeated Episodes of Anxiety,10-01-2009,lexapro,63990,4,4,2,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",1
45-54,Repeated Episodes of Anxiety,10-01-2009,lexapro,63990,5,4,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
35-44,Other,9/30/2009,lexapro,63990,5,5,5,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",2
25-34,Depression,9/30/2009,lexapro,63990,5,2,3,Female,"Nausea ,  dry mouth ,  trouble sleeping ,  constipation , tiredness, drowsiness,  dizziness , and increased  sweating  may occur.",22
